vocab,layer,model,condition,feature,strength,file,clarif_rate,best_q_sim,nli,ambik_acc,overall_weighted_score,overall_weighted_score_nli,overall_similarity_nli,resolved_proxy_rate_nli
question_vocab,20.0,9B,steering,493.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat493_str1.0.json,0.64,0.37741735761985185,0.18056759423634502,0.15,,,,
question_vocab,20.0,9B,steering,493.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat493_str15.0.json,0.66,0.37008845968171955,0.18883970346592832,0.14,,,,
question_vocab,20.0,9B,steering,493.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat493_str3.0.json,0.61,0.3526439179480076,0.19590196579054464,0.15,,,,
question_vocab,20.0,9B,steering,493.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat493_str30.0.json,0.04,0.013513044267892838,0.010679537745891138,0.01,,,,
question_vocab,20.0,9B,steering,711.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat711_str1.0.json,0.66,0.38831470735371115,0.21817458452656865,0.14,,,,
question_vocab,20.0,9B,steering,711.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat711_str15.0.json,0.73,0.38636542912572625,0.1855802962114103,0.13,,,,
question_vocab,20.0,9B,steering,711.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat711_str3.0.json,0.67,0.377231220304966,0.20608948231732938,0.13,,,,
question_vocab,20.0,9B,steering,711.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat711_str30.0.json,0.86,0.4151319284923375,0.2147849074570695,0.13,,,,
question_vocab,20.0,9B,steering,771.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat771_str1.0.json,0.64,0.3638221292197704,0.19908621728478465,0.14,,,,
question_vocab,20.0,9B,steering,771.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat771_str15.0.json,0.65,0.3487499091029167,0.16034090123721398,0.09,,,,
question_vocab,20.0,9B,steering,771.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat771_str3.0.json,0.57,0.32608926229178903,0.16139250286447349,0.1,,,,
question_vocab,20.0,9B,steering,771.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat771_str30.0.json,0.47,0.23829550705850125,0.1260004503338132,0.08,,,,
